"","camis_ls","phone_ls"
"2067","21052","+17182854152"
"2068","25962","+12129330929"
"2069","26669","+13474533453"
"2070","24808","+13475337845"
"2071","26908","+16464951242"
"2072","25673","+19292091020"
"2073","26167","+16468505151"
"2074","25423","+16464508644"
"2075","27077","+19174430818"
"2076","26188","+19173634154"
"2077","25389","+19178530247"
"2078","26839","+19173658708"
"2079","26794","+13473020531"
"2080","21523","+19176172812"
"2081","27034","+19179128588"
"2082","24915","+17185058883"
"2083","26807","+17189715465"
"2084","26593","+12127444422"
"2085","25388","+17186122042"
"2086","26093","+12122971880"
"2087","26374","+17187011630"
"2088","26697","+12016965611"
"2089","26083","+12124848970"
"2090","20964","+13473455004"
"2091","26250","+16463705331"
"2092","25722","+19292521287"
"2093","23259","+14077576279"
"2094","23408","+19175631203"
"2095","26127","+13474425566"
"2096","26261","+19172137646"
"2097","22401","+15703502434"
"2098","23899","+19178863304"
"2099","26550","+16468124996"
"2100","26684","+16465122106"
"2101","25949","+17188642979"
"2102","24078","+17184696078"
"2103","25708","+12128139300"
"2104","26315","+13478854287"
